exchange,exchange_symbol,product_symbol,product_type,price_precision,size_precision,min_size,min_notional,size_per_contract
bybit,1000TOSHIUSDT,TOSHI-USDT-SWAP,linear,0.0001,1,1,5,1
bybit,1000TURBOUSDT,TURBO-USDT-SWAP,linear,0.0001,1,1,5,1
bybit,1000XECUSDT,XEC-USDT-SWAP,linear,0.00001,10,10,5,1
bybit,1000XUSDT,X-USDT-SWAP,linear,0.00001,10,10,5,1
bybit,1INCHUSDT,INCH-USDT-SWAP,linear,0.0001,0.1,0.1,5,1
bybit,A8USDT,A8-USDT-SWAP,linear,0.00001,1,1,5,1
bybit,AAVEUSDT,AAVE-USDT-SWAP,linear,0.01,0.01,0.01,5,1
bybit,ACEUSDT,ACE-USDT-SWAP,linear,0.0001,0.1,0.1,5,1
bybit,ACHUSDT,ACH-USDT-SWAP,linear,0.000001,10,10,5,1
bybit,ACTUSDT,ACT-USDT-SWAP,linear,0.0001,1,1,5,1
bybit,ACXUSDT,ACX-USDT-SWAP,linear,0.0001,1,1,5,1
bybit,ADAUSDT,ADA-USDT-SWAP,linear,0.0001,1,1,5,1
bybit,AERGOUSDT,AERGO-USDT-SWAP,linear,0.00001,1,1,5,1
bybit,AEROUSDT,AERO-USDT-SWAP,linear,0.0001,1,1,5,1
bybit,AEVOPERP,AEVO-PERP-SWAP,linear,0.0001,0.1,0.1,5,1
bybit,AEVOUSDT,AEVO-USDT-SWAP,linear,0.0001,0.1,0.1,5,1
bybit,AGIUSDT,AGI-USDT-SWAP,linear,0.00001,10,10,5,1
bybit,AGLDUSDT,AGLD-USDT-SWAP,linear,0.0001,0.1,0.1,5,1
bybit,AI16ZUSDT,AI16Z-USDT-SWAP,linear,0.0001,1,1,5,1
bybit,AIOZUSDT,AIOZ-USDT-SWAP,linear,0.0001,1,1,5,1
bybit,AIUSDT,AI-USDT-SWAP,linear,0.0001,0.1,0.1,5,1
bybit,AIXBTUSDT,AIXBT-USDT-SWAP,linear,0.0001,10,10,5,1
bybit,AKTUSDT,AKT-USDT-SWAP,linear,0.001,0.1,0.1,5,1
bybit,ALCHUSDT,ALCH-USDT-SWAP,linear,0.00001,1,1,5,1
bybit,ALEOUSDT,ALEO-USDT-SWAP,linear,0.0001,1,1,5,1
bybit,ALGOUSDT,ALGO-USDT-SWAP,linear,0.0001,0.1,0.1,5,1
bybit,ALICEUSDT,ALICE-USDT-SWAP,linear,0.0001,0.1,0.1,5,1
bybit,ALPACAUSDT,ALPACA-USDT-SWAP,linear,0.00001,1,1,5,1
bybit,ALPHAUSDT,ALPHA-USDT-SWAP,linear,0.00001,1,1,5,1
bybit,ALTUSDT,ALT-USDT-SWAP,linear,0.00001,1,1,5,1
bybit,ALUUSDT,ALU-USDT-SWAP,linear,0.00001,1,1,5,1
bybit,ANIMEUSDT,ANIME-USDT-SWAP,linear,0.00001,1,1,5,1
bybit,ANKRUSDT,ANKR-USDT-SWAP,linear,0.00001,1,1,5,1
bybit,APEUSDT,APE-USDT-SWAP,linear,0.0001,0.1,0.1,5,1
bybit,API3USDT,API3-USDT-SWAP,linear,0.0001,0.1,0.1,5,1
bybit,APTUSDT,APT-USDT-SWAP,linear,0.0010,0.01,0.01,5,1
bybit,ARBPERP,ARB-PERP-SWAP,linear,0.0001,0.1,0.1,5,1
bybit,ARBUSDT,ARB-USDT-SWAP,linear,0.0001,0.1,0.1,5,1
bybit,ARCUSDT,ARC-USDT-SWAP,linear,0.00001,1,1,5,1
bybit,ARKMUSDT,ARKM-USDT-SWAP,linear,0.00010,1,1,5,1
bybit,ARKUSDT,ARK-USDT-SWAP,linear,0.00010,1,1,5,1
bybit,ARPAUSDT,ARPA-USDT-SWAP,linear,0.00001,10,10,5,1
bybit,ARUSDT,AR-USDT-SWAP,linear,0.001,0.1,0.1,5,1
bybit,ASTRUSDT,ASTR-USDT-SWAP,linear,0.000010,1,1,5,1
bybit,ATAUSDT,ATA-USDT-SWAP,linear,0.00001,10,10,5,1
bybit,ATHUSDT,ATH-USDT-SWAP,linear,0.00001,10,10,5,1
bybit,ATOMUSDT,ATOM-USDT-SWAP,linear,0.001,0.1,0.1,5,1
bybit,AUCTIONUSDT,AUCTION-USDT-SWAP,linear,0.001,0.1,0.1,5,1
bybit,AUDIOUSDT,AUDIO-USDT-SWAP,linear,0.00001,0.1,0.1,5,1
bybit,AVAAIUSDT,AVAAI-USDT-SWAP,linear,0.00001,1,1,5,1
bybit,AVAILUSDT,AVAIL-USDT-SWAP,linear,0.00001,1,1,5,1
bybit,AVAUSDT,AVA-USDT-SWAP,linear,0.0001,0.1,0.1,5,1
bybit,AVAXUSDT,AVAX-USDT-SWAP,linear,0.001,0.1,0.1,5,1
bybit,AVLUSDT,AVL-USDT-SWAP,linear,0.0001,1,1,5,1
bybit,AXLUSDT,AXL-USDT-SWAP,linear,0.0001,1,1,5,1
bybit,AXSUSDT,AXS-USDT-SWAP,linear,0.001,0.1,0.1,5,1
bybit,B3USDT,B3-USDT-SWAP,linear,0.000001,100,100,5,1
bybit,BADGERUSDT,BADGER-USDT-SWAP,linear,0.0010,0.1,0.1,5,1
bybit,BAKEUSDT,BAKE-USDT-SWAP,linear,0.0001,0.1,0.1,5,1
bybit,BALUSDT,BAL-USDT-SWAP,linear,0.001,0.01,0.01,5,1
bybit,BANANAUSDT,BANANA-USDT-SWAP,linear,0.001,0.01,0.01,5,1
bybit,BANDUSDT,BAND-USDT-SWAP,linear,0.0001,0.1,0.1,5,1
bybit,BANUSDT,BAN-USDT-SWAP,linear,0.00001,1,1,5,1
bybit,BATUSDT,BAT-USDT-SWAP,linear,0.0001,0.1,0.1,5,1
bybit,BBUSDT,BB-USDT-SWAP,linear,0.0001,1,1,5,1
bybit,BCHUSDT,BCH-USDT-SWAP,linear,0.10,0.01,0.01,5,1
bybit,BEAMUSDT,BEAM-USDT-SWAP,linear,0.000001,100,100,5,1
bybit,BELUSDT,BEL-USDT-SWAP,linear,0.0001,1,1,5,1
bybit,BERAUSDT,BERA-USDT-SWAP,linear,0.001,1,1,5,1
bybit,BICOUSDT,BICO-USDT-SWAP,linear,0.0001,0.1,0.1,5,1
bybit,BIGTIMEUSDT,BIGTIME-USDT-SWAP,linear,0.00001,1,1,5,1
bybit,BIOUSDT,BIO-USDT-SWAP,linear,0.0001,1,1,5,1
bybit,BLASTUSDT,BLAST-USDT-SWAP,linear,0.000001,10,10,5,1
bybit,BLUEUSDT,BLUE-USDT-SWAP,linear,0.00001,1,1,5,1
bybit,BLURUSDT,BLUR-USDT-SWAP,linear,0.0001,1,1,5,1
bybit,BMTUSDT,BMT-USDT-SWAP,linear,0.00001,1,1,5,1
bybit,BNBPERP,BNB-PERP-SWAP,linear,0.10,0.01,0.01,5,1
bybit,BNBUSDT,BNB-USDT-SWAP,linear,0.10,0.01,0.01,5,1
bybit,BNTUSDT,BNT-USDT-SWAP,linear,0.00010,1,1,5,1
bybit,BNXUSDT,BNX-USDT-SWAP,linear,0.0001,0.1,0.1,5,1
bybit,BOBAUSDT,BOBA-USDT-SWAP,linear,0.00001,0.1,0.1,5,1
bybit,BOMEUSDT,BOME-USDT-SWAP,linear,0.000001,100,100,5,1
bybit,BRETTUSDT,BRETT-USDT-SWAP,linear,0.00001,10,10,5,1
bybit,BROCCOLIUSDT,BROCCOLI-USDT-SWAP,linear,0.00001,1,1,5,1
bybit,BSVUSDT,BSV-USDT-SWAP,linear,0.01,0.01,0.01,5,1
bybit,BSWUSDT,BSW-USDT-SWAP,linear,0.00001,1,1,5,1
bybit,BTC-25APR25,BTC-25APR25-SWAP,linear,0.50,0.001,0.001,5,1
bybit,BTC-26DEC25,BTC-26DEC25-SWAP,linear,0.50,0.001,0.001,5,1
bybit,BTC-26SEP25,BTC-26SEP25-SWAP,linear,0.50,0.001,0.001,5,1
bybit,BTC-27JUN25,BTC-27JUN25-SWAP,linear,0.50,0.001,0.001,5,1
bybit,BTC-28MAR25,BTC-28MAR25-SWAP,linear,0.50,0.001,0.001,5,1
bybit,BTCPERP,BTC-PERP-SWAP,linear,0.10,0.001,0.001,5,1
bybit,BTCUSDT,BTC-USDT-SWAP,linear,0.10,0.001,0.001,5,1
bybit,BTCUSDT-04APR25,BTC-USDT-04APR25-SWAP,linear,0.10,0.001,0.001,5,1
bybit,BTCUSDT-11APR25,BTC-USDT-11APR25-SWAP,linear,0.10,0.001,0.001,5,1
bybit,BTCUSDT-21MAR25,BTC-USDT-21MAR25-SWAP,linear,0.10,0.001,0.001,5,1
bybit,BTCUSDT-25APR25,BTC-USDT-25APR25-SWAP,linear,0.10,0.001,0.001,5,1
bybit,BTCUSDT-30MAY25,BTC-USDT-30MAY25-SWAP,linear,0.10,0.001,0.001,5,1
bybit,BUZZUSDT,BUZZ-USDT-SWAP,linear,0.000001,10,10,5,1
bybit,C98USDT,C98-USDT-SWAP,linear,0.00001,0.1,0.1,5,1
bybit,CAKEUSDT,CAKE-USDT-SWAP,linear,0.001,0.1,0.1,5,1
bybit,CARVUSDT,CARV-USDT-SWAP,linear,0.0001,1,1,5,1
bybit,CATIUSDT,CATI-USDT-SWAP,linear,0.0001,1,1,5,1
bybit,CELOUSDT,CELO-USDT-SWAP,linear,0.0001,0.1,0.1,5,1
bybit,CELRUSDT,CELR-USDT-SWAP,linear,0.00001,1,1,5,1
bybit,CETUSUSDT,CETUS-USDT-SWAP,linear,0.00001,1,1,5,1
bybit,CFXUSDT,CFX-USDT-SWAP,linear,0.00001,1,1,5,1
bybit,CGPTUSDT,CGPT-USDT-SWAP,linear,0.00001,1,1,5,1
bybit,CHESSUSDT,CHESS-USDT-SWAP,linear,0.0001,1,1,5,1
bybit,CHILLGUYUSDT,CHILLGUY-USDT-SWAP,linear,0.000001,1,1,5,1
bybit,CHRUSDT,CHR-USDT-SWAP,linear,0.0001,0.1,0.1,5,1
bybit,CHZUSDT,CHZ-USDT-SWAP,linear,0.00001,1,1,5,1
bybit,CKBUSDT,CKB-USDT-SWAP,linear,0.000001,10,10,5,1
bybit,CLOUDUSDT,CLOUD-USDT-SWAP,linear,0.00001,1,1,5,1
bybit,COMBOUSDT,COMBO-USDT-SWAP,linear,0.0001,0.1,0.1,5,1
bybit,COMPUSDT,COMP-USDT-SWAP,linear,0.01,0.01,0.01,5,1
bybit,COOKIEUSDT,COOKIE-USDT-SWAP,linear,0.0001,1,1,5,1
bybit,COOKUSDT,COOK-USDT-SWAP,linear,0.000001,10,10,5,1
bybit,COREUSDT,CORE-USDT-SWAP,linear,0.0001,0.1,0.1,5,1
bybit,COSUSDT,COS-USDT-SWAP,linear,0.000001,10,10,5,1
bybit,COTIUSDT,COTI-USDT-SWAP,linear,0.00001,1,1,5,1
bybit,COWUSDT,COW-USDT-SWAP,linear,0.0001,1,1,5,1
bybit,CPOOLUSDT,CPOOL-USDT-SWAP,linear,0.00001,1,1,5,1
bybit,CROUSDT,CRO-USDT-SWAP,linear,0.00001,1,1,5,1
bybit,CRVUSDT,CRV-USDT-SWAP,linear,0.0001,0.1,0.1,5,1
bybit,CTCUSDT,CTC-USDT-SWAP,linear,0.00010,1,1,5,1
bybit,CTKUSDT,CTK-USDT-SWAP,linear,0.0001,0.1,0.1,5,1
bybit,CTSIUSDT,CTSI-USDT-SWAP,linear,0.00001,1,1,5,1
bybit,CVCUSDT,CVC-USDT-SWAP,linear,0.00001,1,1,5,1
bybit,CVXUSDT,CVX-USDT-SWAP,linear,0.001,0.01,0.01,5,1
bybit,CYBERUSDT,CYBER-USDT-SWAP,linear,0.0010,0.1,0.1,5,1
bybit,DASHUSDT,DASH-USDT-SWAP,linear,0.01,0.01,0.01,5,1
bybit,DATAUSDT,DATA-USDT-SWAP,linear,0.00001,10,10,5,1
bybit,DBRUSDT,DBR-USDT-SWAP,linear,0.00001,10,10,5,1
bybit,DEEPUSDT,DEEP-USDT-SWAP,linear,0.00001,10,10,5,1
bybit,DEGENUSDT,DEGEN-USDT-SWAP,linear,0.000001,10,10,5,1
bybit,DENTUSDT,DENT-USDT-SWAP,linear,0.0000001,100,100,5,1
bybit,DEXEUSDT,DEXE-USDT-SWAP,linear,0.001,0.1,0.1,5,1
bybit,DGBUSDT,DGB-USDT-SWAP,linear,0.000001,10,10,5,1
bybit,DODOUSDT,DODO-USDT-SWAP,linear,0.00001,1,1,5,1
bybit,DOGEPERP,DOGE-PERP-SWAP,linear,0.00001,1,1,5,1
bybit,DOGEUSDT,DOGE-USDT-SWAP,linear,0.00001,1,1,5,1
bybit,DOGSUSDT,DOGS-USDT-SWAP,linear,0.0000001,100,100,5,1
bybit,DOGUSDT,DOG-USDT-SWAP,linear,0.000001,100,100,5,1
bybit,DOTPERP,DOT-PERP-SWAP,linear,0.001,0.1,0.1,5,1
bybit,DOTUSDT,DOT-USDT-SWAP,linear,0.0001,0.1,0.1,5,1
bybit,DRIFTUSDT,DRIFT-USDT-SWAP,linear,0.0001,1,1,5,1
bybit,DUCKUSDT,DUCK-USDT-SWAP,linear,0.000001,10,10,5,1
bybit,DUSKUSDT,DUSK-USDT-SWAP,linear,0.00001,1,1,5,1
bybit,DYDXUSDT,DYDX-USDT-SWAP,linear,0.0001,0.1,0.1,5,1
bybit,DYMUSDT,DYM-USDT-SWAP,linear,0.0001,0.1,0.1,5,1
bybit,EDUUSDT,EDU-USDT-SWAP,linear,0.0001,0.1,0.1,5,1
bybit,EGLDUSDT,EGLD-USDT-SWAP,linear,0.01,0.01,0.01,5,1
bybit,EIGENUSDT,EIGEN-USDT-SWAP,linear,0.0001,1,1,5,1
bybit,ELXUSDT,ELX-USDT-SWAP,linear,0.0001,1,1,5,1
bybit,ENAPERP,ENA-PERP-SWAP,linear,0.0001,1,1,5,1
bybit,ENAUSDT,ENA-USDT-SWAP,linear,0.0001,1,1,5,1
bybit,ENJUSDT,ENJ-USDT-SWAP,linear,0.00001,0.1,0.1,5,1
bybit,ENSUSDT,ENS-USDT-SWAP,linear,0.001,0.1,0.1,5,1
bybit,EOSUSDT,EOS-USDT-SWAP,linear,0.0001,0.1,0.1,5,1
bybit,EPICUSDT,EPIC-USDT-SWAP,linear,0.0001,1,1,5,1
bybit,ETCPERP,ETC-PERP-SWAP,linear,0.001,0.1,0.1,5,1
bybit,ETCUSDT,ETC-USDT-SWAP,linear,0.001,0.1,0.1,5,1
bybit,ETH-25APR25,ETH-25APR25-SWAP,linear,0.05,0.01,0.01,5,1
bybit,ETH-26DEC25,ETH-26DEC25-SWAP,linear,0.05,0.01,0.01,5,1
bybit,ETH-26SEP25,ETH-26SEP25-SWAP,linear,0.05,0.01,0.01,5,1
bybit,ETH-27JUN25,ETH-27JUN25-SWAP,linear,0.05,0.01,0.01,5,1
bybit,ETH-28MAR25,ETH-28MAR25-SWAP,linear,0.05,0.01,0.01,5,1
bybit,ETHBTCUSDT,ETHBTC-USDT-SWAP,linear,0.000001,10,10,5,1
bybit,ETHFIPERP,ETHFI-PERP-SWAP,linear,0.0001,0.1,0.1,5,1
bybit,ETHFIUSDT,ETHFI-USDT-SWAP,linear,0.0001,0.1,0.1,5,1
bybit,ETHPERP,ETH-PERP-SWAP,linear,0.01,0.01,0.01,5,1
bybit,ETHUSDT,ETH-USDT-SWAP,linear,0.01,0.01,0.01,5,1
bybit,ETHUSDT-04APR25,ETH-USDT-04APR25-SWAP,linear,0.01,0.01,0.01,5,1
bybit,ETHUSDT-11APR25,ETH-USDT-11APR25-SWAP,linear,0.01,0.01,0.01,5,1
bybit,ETHUSDT-21MAR25,ETH-USDT-21MAR25-SWAP,linear,0.01,0.01,0.01,5,1
bybit,ETHUSDT-25APR25,ETH-USDT-25APR25-SWAP,linear,0.01,0.01,0.01,5,1
bybit,ETHUSDT-30MAY25,ETH-USDT-30MAY25-SWAP,linear,0.01,0.01,0.01,5,1
bybit,ETHWUSDT,ETHW-USDT-SWAP,linear,0.001,0.01,0.01,5,1
bybit,FARTCOINUSDT,FARTCOIN-USDT-SWAP,linear,0.0001,1,1,5,1
bybit,FBUSDT,FB-USDT-SWAP,linear,0.001,0.1,0.1,5,1
bybit,FIDAUSDT,FIDA-USDT-SWAP,linear,0.0001,1,1,5,1
bybit,FILUSDT,FIL-USDT-SWAP,linear,0.001,0.1,0.1,5,1
bybit,FIOUSDT,FIO-USDT-SWAP,linear,0.00001,10,10,5,1
bybit,FIREUSDT,FIRE-USDT-SWAP,linear,0.0001,0.1,0.1,5,1
bybit,FLMUSDT,FLM-USDT-SWAP,linear,0.00001,1,1,5,1
bybit,FLOCKUSDT,FLOCK-USDT-SWAP,linear,0.00001,1,1,5,1
bybit,FLOWUSDT,FLOW-USDT-SWAP,linear,0.0001,0.1,0.1,5,1
bybit,FLRUSDT,FLR-USDT-SWAP,linear,0.00001,10,10,5,1
bybit,FLUXUSDT,FLUX-USDT-SWAP,linear,0.0001,1,1,5,1
bybit,FORTHUSDT,FORTH-USDT-SWAP,linear,0.0001,0.1,0.1,5,1
bybit,FOXYUSDT,FOXY-USDT-SWAP,linear,0.000001,10,10,5,1
bybit,FTNUSDT,FTN-USDT-SWAP,linear,0.0001,0.1,0.1,5,1
bybit,FUELUSDT,FUEL-USDT-SWAP,linear,0.00001,10,10,5,1
bybit,FUSDT,F-USDT-SWAP,linear,0.00001,1,1,5,1
bybit,FWOGUSDT,FWOG-USDT-SWAP,linear,0.00001,1,1,5,1
bybit,FXSUSDT,FXS-USDT-SWAP,linear,0.0001,0.01,0.01,5,1
bybit,GALAUSDT,GALA-USDT-SWAP,linear,0.00001,1,1,5,1
bybit,GASUSDT,GAS-USDT-SWAP,linear,0.001,0.1,0.1,5,1
bybit,GEMSUSDT,GEMS-USDT-SWAP,linear,0.00001,1,1,5,1
bybit,GIGAUSDT,GIGA-USDT-SWAP,linear,0.00001,10,10,5,1
bybit,GLMRUSDT,GLMR-USDT-SWAP,linear,0.00001,0.1,0.1,5,1
bybit,GLMUSDT,GLM-USDT-SWAP,linear,0.00001,1,1,5,1
bybit,GMEUSDT,GME-USDT-SWAP,linear,0.000001,10,10,5,1
bybit,GMTUSDT,GMT-USDT-SWAP,linear,0.00001,1,1,5,1
bybit,GMXUSDT,GMX-USDT-SWAP,linear,0.001,0.01,0.01,5,1
bybit,GNOUSDT,GNO-USDT-SWAP,linear,0.01,0.001,0.001,5,1
bybit,GOATUSDT,GOAT-USDT-SWAP,linear,0.00001,1,1,5,1
bybit,GODSUSDT,GODS-USDT-SWAP,linear,0.0001,1,1,5,1
bybit,GOMININGUSDT,GOMINING-USDT-SWAP,linear,0.00001,1,1,5,1
bybit,GPSUSDT,GPS-USDT-SWAP,linear,0.00001,1,1,5,1
bybit,GRASSUSDT,GRASS-USDT-SWAP,linear,0.0001,1,1,5,1
bybit,GRIFFAINUSDT,GRIFFAIN-USDT-SWAP,linear,0.00001,1,1,5,1
bybit,GRTUSDT,GRT-USDT-SWAP,linear,0.00001,0.1,0.1,5,1
bybit,GTCUSDT,GTC-USDT-SWAP,linear,0.0001,0.1,0.1,5,1
bybit,GUSDT,G-USDT-SWAP,linear,0.00001,10,10,5,1
bybit,HBARUSDT,HBAR-USDT-SWAP,linear,0.00001,1,1,5,1
bybit,HEIUSDT,HEI-USDT-SWAP,linear,0.0001,0.1,0.1,5,1
bybit,HFTUSDT,HFT-USDT-SWAP,linear,0.00001,1,1,5,1
bybit,HIFIUSDT,HIFI-USDT-SWAP,linear,0.00010,1,1,5,1
bybit,HIGHUSDT,HIGH-USDT-SWAP,linear,0.0001,0.1,0.1,5,1
bybit,HIPPOUSDT,HIPPO-USDT-SWAP,linear,0.000001,10,10,5,1
bybit,HIVEUSDT,HIVE-USDT-SWAP,linear,0.0001,1,1,5,1
bybit,HMSTRUSDT,HMSTR-USDT-SWAP,linear,0.000001,10,10,5,1
bybit,HNTUSDT,HNT-USDT-SWAP,linear,0.001,0.01,0.01,5,1
bybit,HOOKUSDT,HOOK-USDT-SWAP,linear,0.0001,0.1,0.1,5,1
bybit,HOTUSDT,HOT-USDT-SWAP,linear,0.000001,100,100,5,1
bybit,HPOS10IUSDT,HPOS10I-USDT-SWAP,linear,0.00001,1,1,5,1
bybit,HYPEUSDT,HYPE-USDT-SWAP,linear,0.001,0.01,0.01,5,1
bybit,ICPUSDT,ICP-USDT-SWAP,linear,0.001,0.1,0.1,5,1
bybit,ICXUSDT,ICX-USDT-SWAP,linear,0.0001,1,1,5,1
bybit,IDEXUSDT,IDEX-USDT-SWAP,linear,0.00001,10,10,5,1
bybit,IDUSDT,ID-USDT-SWAP,linear,0.00010,1,1,5,1
bybit,ILVUSDT,ILV-USDT-SWAP,linear,0.010,0.01,0.01,5,1
bybit,IMXUSDT,IMX-USDT-SWAP,linear,0.0001,0.1,0.1,5,1
bybit,INJUSDT,INJ-USDT-SWAP,linear,0.0010,0.1,0.1,5,1
bybit,IOSTUSDT,IOST-USDT-SWAP,linear,0.000001,1,1,5,1
bybit,IOTAUSDT,IOTA-USDT-SWAP,linear,0.0001,0.1,0.1,5,1
bybit,IOTXUSDT,IOTX-USDT-SWAP,linear,0.00001,1,1,5,1
bybit,IOUSDT,IO-USDT-SWAP,linear,0.001,0.1,0.1,5,1
bybit,IPUSDT,IP-USDT-SWAP,linear,0.0001,0.1,0.1,5,1
bybit,JAILSTOOLUSDT,JAILSTOOL-USDT-SWAP,linear,0.000001,10,10,5,1
bybit,JASMYUSDT,JASMY-USDT-SWAP,linear,0.000001,1,1,5,1
bybit,JELLYJELLYUSDT,JELLYJELLY-USDT-SWAP,linear,0.000001,1,1,5,1
bybit,JOEUSDT,JOE-USDT-SWAP,linear,0.00010,1,1,5,1
bybit,JSTUSDT,JST-USDT-SWAP,linear,0.00001,10,10,5,1
bybit,JTOUSDT,JTO-USDT-SWAP,linear,0.001,0.1,0.1,5,1
bybit,JUPUSDT,JUP-USDT-SWAP,linear,0.0001,1,1,5,1
bybit,JUSDT,J-USDT-SWAP,linear,0.0001,0.1,0.1,5,1
bybit,KAIAUSDT,KAIA-USDT-SWAP,linear,0.0001,1,1,5,1
bybit,KAITOUSDT,KAITO-USDT-SWAP,linear,0.0001,1,1,5,1
bybit,KASUSDT,KAS-USDT-SWAP,linear,0.00001,10,10,5,1
bybit,KAVAUSDT,KAVA-USDT-SWAP,linear,0.0001,0.1,0.1,5,1
bybit,KDAUSDT,KDA-USDT-SWAP,linear,0.0001,0.1,0.1,5,1
bybit,KMNOUSDT,KMNO-USDT-SWAP,linear,0.00001,10,10,5,1
bybit,KNCUSDT,KNC-USDT-SWAP,linear,0.0001,0.1,0.1,5,1
bybit,KOMAUSDT,KOMA-USDT-SWAP,linear,0.00001,1,1,5,1
bybit,KSMUSDT,KSM-USDT-SWAP,linear,0.01,0.01,0.01,5,1
bybit,L3USDT,L3-USDT-SWAP,linear,0.00001,10,10,5,1
bybit,LAIUSDT,LAI-USDT-SWAP,linear,0.0000001,10,10,5,1
bybit,LDOUSDT,LDO-USDT-SWAP,linear,0.0001,0.1,0.1,5,1
bybit,LEVERUSDT,LEVER-USDT-SWAP,linear,0.000001,100,100,5,1
bybit,LINAUSDT,LINA-USDT-SWAP,linear,0.000001,10,10,5,1
bybit,LINKPERP,LINK-PERP-SWAP,linear,0.001,0.01,0.01,5,1
bybit,LINKUSDT,LINK-USDT-SWAP,linear,0.001,0.1,0.1,5,1
bybit,LISTAUSDT,LISTA-USDT-SWAP,linear,0.0001,1,1,5,1
bybit,LOOKSUSDT,LOOKS-USDT-SWAP,linear,0.00001,0.1,0.1,5,1
bybit,LPTUSDT,LPT-USDT-SWAP,linear,0.001,0.1,0.1,5,1
bybit,LQTYUSDT,LQTY-USDT-SWAP,linear,0.0001,0.1,0.1,5,1
bybit,LRCUSDT,LRC-USDT-SWAP,linear,0.0001,0.1,0.1,5,1
bybit,LSKUSDT,LSK-USDT-SWAP,linear,0.0001,0.1,0.1,5,1
bybit,LTCUSDT,LTC-USDT-SWAP,linear,0.01,0.1,0.1,5,1
bybit,LUCEUSDT,LUCE-USDT-SWAP,linear,0.000001,1,1,5,1
bybit,LUMIAUSDT,LUMIA-USDT-SWAP,linear,0.0001,0.1,0.1,5,1
bybit,LUNA2USDT,LUNA2-USDT-SWAP,linear,0.0001,0.1,0.1,5,1
bybit,MAGICUSDT,MAGIC-USDT-SWAP,linear,0.0001,1,1,5,1
bybit,MAJORUSDT,MAJOR-USDT-SWAP,linear,0.000100,0.1,0.1,5,1
bybit,MANAUSDT,MANA-USDT-SWAP,linear,0.0001,0.1,0.1,5,1
bybit,MANEKIUSDT,MANEKI-USDT-SWAP,linear,0.000001,100,100,5,1
bybit,MANTAUSDT,MANTA-USDT-SWAP,linear,0.0001,0.1,0.1,5,1
bybit,MASAUSDT,MASA-USDT-SWAP,linear,0.00001,1,1,5,1
bybit,MASKUSDT,MASK-USDT-SWAP,linear,0.001,0.1,0.1,5,1
bybit,MAVIAUSDT,MAVIA-USDT-SWAP,linear,0.0001,0.1,0.1,5,1
bybit,MAVUSDT,MAV-USDT-SWAP,linear,0.00001,1,1,5,1
bybit,MAXUSDT,MAX-USDT-SWAP,linear,0.00001,1,1,5,1
bybit,MBLUSDT,MBL-USDT-SWAP,linear,0.000001,100,100,5,1
bybit,MBOXUSDT,MBOX-USDT-SWAP,linear,0.0001,1,1,5,1
bybit,MDTUSDT,MDT-USDT-SWAP,linear,0.000010,10,10,5,1
bybit,MELANIAUSDT,MELANIA-USDT-SWAP,linear,0.001,0.1,0.1,5,1
